,typ,iLTs,ACR,net_delay,mouse_clicks,subject
324,map,"1556618024183:3641,1556618041962:3223,1556618045873:817,1556618048099:928,1556618052325:4592",4,400ms,"up:1556618021530:99-87:0,up:1556618022331:99-87:0,up:1556618023217:100-87:0,up:1556618024177:100-87:0,3641:Down:1556618028843:97:157:0,up:1556618029042:97-157:0,up:1556618033370:139-188:0,3641:Down:1556618038342:368:164:0,up:1556618038626:368-164:0,up:1556618041114:98-91:0,up:1556618041945:98-91:0,up:1556618042682:98-91:0,up:1556618044019:98-91:0,3223:Down:1556618045410:760:281:0,up:1556618046106:615-531:0,-9:Down:1556618046652:896:292:0,up:1556618047251:728-529:0,-9:Down:1556618047724:821:288:0,up:1556618048587:622-483:0,up:1556618051194:101-112:0,up:1556618052049:101-112:0,-9:Down:1556618055362:589:721:0,up:1556618055545:589-721:0,4592:Down:1556618057174:673:782:0,up:1556618057361:673-782:0,4592:Down:1556618058931:641:832:0,up:1556618059178:641-832:0",20
325,map,1556618091780,4,1100ms,"-9:Down:1556618061630:107:163:0,up:1556618061834:107-163:0,up:1556618069410:98-193:0,up:1556618074809:93-85:0,up:1556618075818:93-85:0,-9:Down:1556618078988:796:220:0,up:1556618079802:735-563:0,-9:Down:1556618080474:803:324:0,up:1556618081106:595-497:0,-9:Down:1556618086834:661:421:0,up:1556618087418:538-560:0,-9:Down:1556618088284:772:397:0,up:1556618089196:620-516:0,up:1556618090562:102-127:0,up:1556618091530:102-127:0,-9:Down:1556618094331:584:719:0,up:1556618094569:584-719:0,-9:Down:1556618096578:670:782:0,up:1556618096762:670-782:0,-9:Down:1556618098187:640:828:0,up:1556618098433:640-828:0",20
326,map,"1556618098700:1131,1556618104824:972,1556618109157:938,1556618112297:230,1556618113563:564,1556618114616:281,1556618117300:229,1556618118296:1045",4,110ms,"1131:Down:1556618100547:94:162:0,up:1556618100714:94-162:0,up:1556618104577:116-193:0,up:1556618108339:96-89:0,up:1556618109145:96-89:0,up:1556618110217:96-89:0,938:Down:1556618111924:835:224:0,up:1556618112642:700-502:0,230:Down:1556618113268:813:235:0,up:1556618113826:669-581:0,564:Down:1556618114331:914:346:0,up:1556618115074:797-483:0,up:1556618117297:94-113:0,up:1556618118057:94-113:0,1045:Down:1556618120058:591:719:0,up:1556618120193:591-719:0,1045:Down:1556618121825:670:783:0,up:1556618122001:670-783:0,1045:Down:1556618123259:642:828:0,up:1556618123449:642-828:0",20
327,sat,"1556618123671:558,1556618132340:648,1556618136069:783,1556618137189:1122,1556618142390:257,1556618144382:436,1556618146777:204,1556618149820:177,1556618150066:455,1556618151260:149,1556618151504:655",3,1ms,"558:Down:1556618127704:97:163:0,up:1556618127866:97-163:0,up:1556618132089:119-188:0,up:1556618136066:96-83:0,up:1556618137185:96-83:0,up:1556618139505:96-83:0,1122:Down:1556618141331:726:228:0,up:1556618143298:621-507:0,257:Down:1556618144083:813:218:0,up:1556618144890:635-502:0,436:Down:1556618145641:811:309:0,up:1556618147515:663-461:0,up:1556618149817:101-122:0,up:1556618151257:101-122:0,655:Down:1556618154097:588:716:0,up:1556618154281:588-716:0,655:Down:1556618155449:606:782:0,up:1556618155625:606-782:0,655:Down:1556618158474:634:828:0,up:1556618158706:634-828:0",20
328,sat,"1556618158975:7012,1556618181240:9711,1556618194801",3,600ms,"-9:Down:1556618162036:106:166:0,up:1556618162218:106-166:0,up:1556618167266:105-187:0,up:1556618173194:98-84:0,up:1556618174042:98-84:0,up:1556618175250:98-84:0,-9:Down:1556618178995:676:209:0,up:1556618180363:638-463:0,-9:Down:1556618180939:770:268:0,up:1556618181483:541-488:0,-9:Down:1556618186819:731:318:0,up:1556618187515:566-562:0,up:1556618193650:105-114:0,up:1556618194570:105-114:0,-9:Down:1556618196626:583:724:0,up:1556618196801:583-724:0,-9:Down:1556618198754:605:782:0,up:1556618198954:605-782:0,-9:Down:1556618200618:631:822:0,up:1556618200817:631-822:0",20
329,sat,1556618250006,3,1500ms,"-9:Down:1556618203139:81:154:0,up:1556618203250:81-154:0,-9:Down:1556618204533:89:160:0,up:1556618204714:89-160:0,up:1556618208842:99-192:0,up:1556618210802:93-87:0,up:1556618211586:93-87:0,-9:Down:1556618221197:612:275:0,up:1556618222363:588-584:0,-9:Down:1556618223075:746:340:0,up:1556618224043:568-524:0,-9:Down:1556618240725:658:439:0,up:1556618241579:579-570:0,-9:Down:1556618242084:768:370:0,up:1556618242699:608-496:0,up:1556618248442:97-117:0,up:1556618249746:97-117:0,-9:Down:1556618252428:588:718:0,up:1556618252602:588-718:0,-9:Down:1556618254299:607:782:0,up:1556618254498:607-782:0,-9:Down:1556618255507:640:822:0,up:1556618255738:640-822:0",20
330,sat,1556618289315,3,850ms,"-9:Down:1556618257716:95:170:0,up:1556618257923:95-170:0,up:1556618261546:102-192:0,up:1556618264010:94-89:0,up:1556618264794:94-89:0,-9:Down:1556618268676:609:294:0,up:1556618269291:581-553:0,-9:Down:1556618269939:713:299:0,up:1556618270659:531-556:0,-9:Down:1556618281988:668:515:0,up:1556618282506:472-649:0,-9:Down:1556618285370:698:415:0,up:1556618286114:612-499:0,up:1556618288058:108-116:0,up:1556618289058:108-116:0,-9:Down:1556618292139:583:719:0,up:1556618292362:583-719:0,-9:Down:1556618293522:608:781:0,up:1556618293681:608-781:0,-9:Down:1556618294434:632:836:0,up:1556618294649:632-836:0",20
331,sat,"1556618294922:4689,1556618305374:4464,1556618315903:1769,1556618319363:4198",4,400ms,"-9:Down:1556618296716:100:162:0,up:1556618296858:100-162:0,up:1556618301722:120-211:0,up:1556618304345:97-93:0,up:1556618305370:97-93:0,-9:Down:1556618309531:530:579:0,up:1556618311083:710-300:0,-9:Down:1556618312252:486:469:0,up:1556618313178:626-283:0,-9:Down:1556618313979:407:474:0,up:1556618314786:511-302:0,-9:Down:1556618315587:454:477:0,up:1556618316298:514-382:0,up:1556618318233:93-124:0,up:1556618319097:93-124:0,-9:Down:1556618321507:589:716:0,up:1556618321681:589-716:0,4198:Down:1556618325994:667:786:0,up:1556618326169:667-786:0,4198:Down:1556618327084:646:830:0,up:1556618327313:646-830:0",20
332,sat,"1556618357843:26327,1556618404308",1,2000ms,"-9:Down:1556618329022:98:171:0,up:1556618329186:98-171:0,up:1556618333633:120-192:0,up:1556618336065:91-83:0,up:1556618337042:91-83:0,-9:Down:1556618348012:592:516:0,up:1556618348802:792-219:0,-9:Down:1556618353906:641:483:0,up:1556618354650:859-245:0,-9:Down:1556618357498:631:515:0,up:1556618358314:768-387:0,up:1556618402025:97-121:0,up:1556618404057:97-121:0,-9:Down:1556618407057:472:785:0,up:1556618407249:472-785:0,-9:Down:1556618409005:97:166:0,up:1556618409177:97-166:0,-9:Down:1556618415923:593:718:0,up:1556618416049:593-718:0,-9:Down:1556618416521:583:720:0,up:1556618416689:583-720:0,-9:Down:1556618417635:647:831:0,up:1556618417873:647-831:0",20
333,sat,"1556618418134:1391,1556618426488:1237,1556618429406:1243,1556618433999:700,1556618435701:922,1556618437084:481,1556618438294:463,1556618441678:1025",3,110ms,"1391:Down:1556618421811:97:164:0,up:1556618421977:97-164:0,up:1556618426233:103-191:0,up:1556618428377:98-82:0,up:1556618429401:98-82:0,1243:Down:1556618433362:525:536:0,up:1556618434298:661-245:0,700:Down:1556618435442:440:474:0,up:1556618436058:726-316:0,922:Down:1556618436779:478:477:0,up:1556618437450:637-299:0,481:Down:1556618438002:357:523:0,up:1556618438962:563-356:0,up:1556618440465:97-116:0,up:1556618441417:97-116:0,1025:Down:1556618445090:608:784:0,up:1556618445313:608-784:0,1025:Down:1556618447546:583:719:0,up:1556618447745:583-719:0,1025:Down:1556618448674:621:824:0,up:1556618448881:621-824:0",20
334,sat,"1556618488810:4443,1556618514245",1,1100ms,"-9:Down:1556618451195:99:165:0,up:1556618451377:99-165:0,up:1556618455545:133-192:0,up:1556618458689:96-86:0,up:1556618459545:96-86:0,-9:Down:1556618464771:695:279:0,up:1556618465442:613-570:0,-9:Down:1556618466155:714:315:0,up:1556618466851:558-557:0,-9:Down:1556618482818:745:369:0,up:1556618483850:559-505:0,-9:Down:1556618488586:714:404:0,up:1556618489211:639-501:0,up:1556618512673:102-124:0,up:1556618513986:102-124:0,-9:Down:1556618516642:584:715:0,up:1556618516817:584-715:0,-9:Down:1556618518658:473:784:0,up:1556618518865:473-784:0,-9:Down:1556618520250:651:826:0,up:1556618520441:651-826:0",20
335,map,"1556707394155:18039,1556707425760:16220,1556707460019:15953,1556707482692:16056",2,1800ms,"0:Down:1556707409781:105:161:0,up:1556707409988:105-161:0,up:1556707443460:97-83:0,up:1556707443980:97-83:0,up:1556707444436:97-83:0,-9:Down:1556707447261:595:378:0,up:1556707449605:563-400:0,-9:Down:1556707452349:643:487:0,up:1556707454565:651-927:0,-9:Down:1556707455189:578:428:0,up:1556707455773:573-573:0,-9:Down:1556707456821:625:357:0,up:1556707457797:625-592:0,-9:Down:1556707458397:600:363:0,up:1556707460557:253-474:0,-9:Down:1556707460932:873:415:0,up:1556707461509:772-418:0,up:1556707480587:104-113:0,up:1556707482435:104-117:0,16056:Down:1556707516101:587:716:0,up:1556707516267:587-716:0,16056:Down:1556707519459:539:781:0,up:1556707519571:539-781:0,16056:Down:1556707521172:643:827:0,up:1556707521323:643-827:0",21
336,map,"1556707521606:1278,1556707527334:163,1556707527734:248,1556707528142:275,1556707528459:197,1556707528760:89,1556707530966:60,1556707537056:29,1556707538066:12,1556707538867:10,1556707539269:15",4,1ms,"up:1556707527331:92-89:0,up:1556707527731:90-88:0,up:1556707528131:90-88:0,up:1556707528443:90-88:0,up:1556707528755:90-88:0,up:1556707530963:101-78:0,up:1556707531451:101-78:0,60:Down:1556707532981:524:426:0,up:1556707533429:524-426:0,60:Down:1556707534365:744:326:0,up:1556707535684:742-329:0,60:Down:1556707536757:737:275:0,up:1556707537261:495-621:0,29:Down:1556707537796:562:448:0,up:1556707538197:454-583:0,12:Down:1556707538604:709:344:0,up:1556707541357:556-596:0,15:Down:1556707545108:592:721:0,up:1556707545243:591-721:0,15:Down:1556707549940:664:777:0,up:1556707550076:664-777:0,15:Down:1556707550588:665:827:0,up:1556707550716:665-827:0",21
337,map,"1556707561488:7166,1556707587317:6805,1556707598105:10799",3,1100ms,"up:1556707558596:97-87:0,up:1556707559092:97-87:0,up:1556707559468:97-87:0,up:1556707559804:97-87:0,up:1556707560076:97-87:0,up:1556707560333:97-87:0,-9:Down:1556707561165:516:522:0,up:1556707561748:532-417:0,-9:Down:1556707566421:602:327:0,up:1556707568517:606-342:0,up:1556707579516:106-118:0,up:1556707579776:106-118:0,up:1556707580036:106-118:0,-9:Down:1556707582692:708:274:0,up:1556707583124:630-430:0,-9:Down:1556707584820:117:94:0,up:1556707584877:113-94:0,up:1556707585276:103-91:0,up:1556707585476:103-91:0,up:1556707585684:103-91:0,up:1556707585915:100-91:0,up:1556707586268:99-91:0,-9:Down:1556707586852:372:520:0,up:1556707587365:357-314:0,-9:Down:1556707593909:288:391:0,up:1556707594695:313-162:0,up:1556707595891:93-122:0,up:1556707597875:97-120:0,10799:Down:1556707609180:602:782:0,up:1556707609299:602-782:0,10799:Down:1556707610340:591:721:0,up:1556707610459:591-721:0,10799:Down:1556707611300:620:830:0,up:1556707611411:620-830:0",21
338,map,"1556707618815:4701,1556707637481:3700,1556707648572:8302",3,850ms,"up:1556707616475:95-89:0,up:1556707616995:96-89:0,up:1556707617419:96-89:0,up:1556707617891:96-89:0,up:1556707618371:96-89:0,up:1556707618811:96-89:0,up:1556707619227:96-89:0,4701:Down:1556707633117:631:362:0,up:1556707633540:541-518:0,-9:Down:1556707633988:645:382:0,up:1556707634524:482-610:0,-9:Down:1556707635804:540:341:0,up:1556707636276:315-599:0,-9:Down:1556707637140:644:354:0,up:1556707637860:613-458:0,up:1556707645059:94-120:0,up:1556707648315:94-120:0,-9:Down:1556707651499:591:718:0,up:1556707651683:591-718:0,8302:Down:1556707661139:602:777:0,up:1556707661323:603-777:0,8302:Down:1556707662115:639:812:0,up:1556707662218:639-812:0,8302:Down:1556707662523:637:819:0,up:1556707662635:637-819:0",21
339,map,"1556707675051:10161,1556707687604:7813,1556707696576:10947,1556707708712",4,2000ms,"up:1556707673155:100-91:0,up:1556707673619:100-91:0,up:1556707673939:100-91:0,up:1556707674250:100-91:0,up:1556707674523:100-91:0,up:1556707674788:100-91:0,up:1556707675043:100-91:0,10161:Down:1556707686868:449:252:0,up:1556707693476:212-432:0,-9:Down:1556707694123:372:398:0,up:1556707694579:340-599:0,-9:Down:1556707695132:601:429:0,up:1556707695939:230-582:0,-9:Down:1556707696300:526:293:0,up:1556707697004:509-505:0,-9:Down:1556707698100:470:434:0,up:1556707698700:451-515:0,up:1556707708019:102-122:0,up:1556707708459:102-122:0,-9:Down:1556707714443:613:778:0,up:1556707714770:613-778:0,-9:Down:1556707718163:670:779:0,up:1556707718267:670-779:0,-9:Down:1556707718731:665:831:0,up:1556707718843:665-831:0",21
340,map,1556707731614:4175,4,600ms,"up:1556707723235:102-103:0,up:1556707724347:92-81:0,up:1556707724939:92-81:0,up:1556707725332:92-81:0,up:1556707725539:92-81:0,up:1556707725827:92-81:0,up:1556707726131:92-81:0,up:1556707726475:92-81:0,up:1556707726771:92-81:0,up:1556707727435:92-81:0,-9:Down:1556707729244:822:362:0,up:1556707729780:605-568:0,-9:Down:1556707730579:841:361:0,up:1556707731539:305-850:0,4175:Down:1556707738971:589:713:0,up:1556707739107:589-713:0,4175:Down:1556707739811:588:719:0,up:1556707739931:588-719:0,4175:Down:1556707740987:674:787:0,up:1556707741115:674-787:0,4175:Down:1556707741916:624:828:0,up:1556707742027:624-828:0",21
341,map,"1556707747007:2444,1556707750669:2654,1556707756097:3778",4,400ms,"up:1556707745003:98-84:0,up:1556707745459:98-84:0,up:1556707745723:98-84:0,up:1556707745931:98-84:0,up:1556707746171:98-84:0,up:1556707746587:98-84:0,up:1556707746787:98-84:0,up:1556707747003:98-84:0,up:1556707747226:98-84:0,up:1556707747443:98-84:0,2444:Down:1556707749780:797:113:0,up:1556707751099:210-952:0,up:1556707755363:106-112:0,up:1556707755598:106-112:0,up:1556707755843:106-112:0,-9:Down:1556707758459:590:719:0,up:1556707758611:590-719:0,3778:Down:1556707760275:662:778:0,up:1556707760427:662-778:0,3778:Down:1556707763740:626:832:0,up:1556707763995:626-832:0",21
342,map,"1556707779023:8677,1556707800320:1778,1556707811680:12856,1556707829385:1230,1556707832009",4,1500ms,"up:1556707777108:99-73:0,up:1556707777515:99-84:0,up:1556707777819:99-84:0,up:1556707778020:99-84:0,up:1556707778219:99-84:0,up:1556707778443:99-84:0,up:1556707778635:99-84:0,up:1556707778836:99-84:0,up:1556707779019:99-84:0,up:1556707779339:99-84:0,up:1556707780387:99-84:0,up:1556707780619:99-84:0,8677:Down:1556707791341:103:160:0,up:1556707791467:103-160:0,up:1556707794571:137-186:0,up:1556707799940:97-85:0,up:1556707800315:97-85:0,up:1556707800540:97-85:0,up:1556707800724:97-85:0,up:1556707800955:97-85:0,up:1556707801251:98-85:0,1778:Down:1556707808380:853:226:0,up:1556707809684:654-508:0,up:1556707811003:98-128:0,up:1556707811197:98-128:0,up:1556707811435:98-127:0,up:1556707827587:92-80:0,up:1556707827780:92-80:0,up:1556707827979:92-80:0,up:1556707828188:92-80:0,up:1556707828363:92-80:0,-9:Down:1556707829093:575:555:0,up:1556707829756:647-405:0,1230:Down:1556707831541:701:306:0,up:1556707832348:180-952:0,-9:Down:1556707832940:619:411:0,up:1556707833549:580-550:0,-9:Down:1556707835572:599:714:0,up:1556707835748:599-714:0,-9:Down:1556707836020:592:721:0,up:1556707836131:592-721:0,-9:Down:1556707836987:672:782:0,up:1556707837108:672-782:0,-9:Down:1556707837443:646:853:0,up:1556707837595:646-853:0,-9:Down:1556707837797:643:834:0,up:1556707837931:643-834:0",21
343,map,"1556707837942:1454,1556707845157:1011,1556707851944:939,1556707860120:501,1556707861529:232",5,110ms,"1454:Down:1556707840710:95:176:0,up:1556707840819:95-176:0,up:1556707841539:151-155:0,up:1556707841779:151-154:0,up:1556707844899:131-196:0,up:1556707851507:96-88:0,up:1556707851736:96-88:0,up:1556707851925:97-88:0,up:1556707852100:97-88:0,up:1556707852299:99-89:0,up:1556707852483:99-89:0,up:1556707852693:99-89:0,939:Down:1556707859468:946:159:0,up:1556707862118:263-952:0,232:Down:1556707863764:737:786:0,up:1556707863899:737-786:0,232:Down:1556707866555:581:719:0,up:1556707866708:581-719:0,232:Down:1556707867660:749:780:0,up:1556707867787:749-780:0,232:Down:1556707868203:655:828:0,up:1556707868315:655-828:0",21
344,sat,"1556707868462:13130,1556707886635:13326,1556707924158",2,1100ms,"0:Down:1556707881329:104:167:0,up:1556707881460:104-167:0,up:1556707886371:171-192:0,-9:Down:1556707897915:582:712:0,up:1556707898090:582-712:0,up:1556707901955:91-79:0,up:1556707902227:91-78:0,up:1556707902435:91-78:0,up:1556707902659:91-78:0,up:1556707902858:91-78:0,up:1556707903083:91-78:0,-9:Down:1556707910684:806:310:0,up:1556707912172:493-747:0,-9:Down:1556707912693:831:357:0,up:1556707913404:656-551:0,-9:Down:1556707923885:462:407:0,up:1556707924588:426-557:0,-9:Down:1556707925595:872:348:0,up:1556707926164:841-507:0,-9:Down:1556707931515:584:714:0,up:1556707931643:584-714:0,-9:Down:1556707932876:535:780:0,up:1556707933011:535-780:0,-9:Down:1556707933804:629:827:0,up:1556707933947:629-827:0",21
345,sat,1556707974098,2,2000ms,"-9:Down:1556707936436:99:153:0,up:1556707936579:99-153:0,up:1556707939819:118-188:0,-9:Down:1556707944584:369:153:0,up:1556707944707:369-153:0,up:1556707950123:97-83:0,up:1556707950323:97-83:0,up:1556707950531:97-83:0,up:1556707950709:97-83:0,up:1556707950882:97-83:0,up:1556707951092:97-83:0,up:1556707951258:97-83:0,up:1556707951451:97-83:0,up:1556707951810:97-83:0,up:1556707952099:97-83:0,up:1556707953378:99-117:0,up:1556707953587:99-117:0,up:1556707953778:99-117:0,up:1556707955611:98-79:0,up:1556707955787:98-79:0,up:1556707955979:98-79:0,up:1556707956179:98-79:0,up:1556707956363:98-80:0,up:1556707956555:98-80:0,-9:Down:1556707958317:859:244:0,up:1556707958932:400-560:0,-9:Down:1556707959549:796:280:0,up:1556707960860:588-522:0,-9:Down:1556707973109:441:389:0,up:1556707976644:358-581:0,-9:Down:1556707978827:586:723:0,up:1556707979051:586-723:0,-9:Down:1556707981756:597:369:0,up:1556707982261:612-484:0,-9:Down:1556707984915:536:779:0,up:1556707985211:536-779:0,-9:Down:1556707990701:643:830:0,up:1556707991275:643-830:0",21
346,sat,"1556707991287:1369,1556707999327:1358,1556708003199:1865,1556708008455:689,1556708009432:786,1556708010483:454",4,110ms,"1369:Down:1556707995561:98:177:0,up:1556707995715:98-177:0,up:1556707999075:160-191:0,up:1556708002811:100-88:0,up:1556708003011:100-88:0,up:1556708003195:100-88:0,up:1556708003387:100-88:0,up:1556708003563:100-88:0,up:1556708003754:100-88:0,up:1556708003963:100-88:0,1865:Down:1556708007957:745:235:0,up:1556708008491:408-673:0,689:Down:1556708009187:800:285:0,up:1556708009724:472-540:0,786:Down:1556708010260:607:279:0,up:1556708010556:620-396:0,454:Down:1556708012100:583:718:0,up:1556708012211:583-718:0,454:Down:1556708013428:653:780:0,up:1556708013643:653-780:0,454:Down:1556708014267:668:782:0,up:1556708014387:668-782:0,454:Down:1556708014860:645:850:0,up:1556708015051:638-825:0,454:Down:1556708015180:638:824:0,up:1556708015291:638-824:0",21
347,sat,"1556708022792:9632,1556708046538",2,850ms,"-9:Down:1556708017228:82:166:0,up:1556708017323:82-166:0,-9:Down:1556708017988:104:159:0,up:1556708018115:104-159:0,up:1556708022539:167-194:0,-9:Down:1556708025220:361:161:0,up:1556708025339:361-161:0,up:1556708035211:108-78:0,up:1556708035428:108-78:0,up:1556708035675:108-78:0,up:1556708035892:108-78:0,up:1556708036083:108-78:0,up:1556708036331:108-78:0,up:1556708036548:108-78:0,-9:Down:1556708041246:727:290:0,up:1556708041924:606-458:0,-9:Down:1556708042472:694:318:0,up:1556708044468:561-472:0,-9:Down:1556708044908:666:279:0,up:1556708045612:438-469:0,-9:Down:1556708046052:629:257:0,up:1556708047100:542-496:0,-9:Down:1556708054315:588:715:0,up:1556708054531:588-715:0,-9:Down:1556708056772:536:776:0,up:1556708056947:536-776:0,-9:Down:1556708057755:539:782:0,up:1556708057867:539-782:0,-9:Down:1556708059475:663:831:0,up:1556708059627:663-831:0",21
348,sat,"1556708059640:4850,1556708068105:4855,1556708084166:5462",3,400ms,"-9:Down:1556708061422:88:160:0,up:1556708061523:88-160:0,-9:Down:1556708062181:167:175:0,up:1556708062243:167-175:0,-9:Down:1556708063108:119:163:0,up:1556708063235:119-163:0,-9:Down:1556708063836:108:172:0,up:1556708063971:108-172:0,up:1556708067853:118-190:0,-9:Down:1556708070727:376:161:0,up:1556708070923:376-161:0,up:1556708076611:99-86:0,up:1556708076804:99-86:0,up:1556708077004:98-86:0,up:1556708077195:98-86:0,up:1556708077346:98-86:0,up:1556708077530:98-86:0,up:1556708078026:98-86:0,up:1556708078259:98-86:0,up:1556708078450:98-86:0,up:1556708078674:98-86:0,-9:Down:1556708080332:695:263:0,up:1556708081228:474-447:0,-9:Down:1556708081651:763:232:0,up:1556708082196:609-446:0,-9:Down:1556708082676:856:229:0,up:1556708083267:653-421:0,-9:Down:1556708083691:625:225:0,up:1556708084515:592-412:0,-9:Down:1556708084949:664:235:0,up:1556708085331:661-271:0,-9:Down:1556708089228:591:719:0,up:1556708089386:591-719:0,5462:Down:1556708095843:605:776:0,up:1556708095938:605-776:0,5462:Down:1556708096580:627:828:0,up:1556708097130:627-828:0",21
